"","Country","Region","Year","HealthSpendingPercent","SuicideRate","Country_Name","GDP_per_Capita","GINI_Index","SuicideRate_sqrt"
"936","KEN","Africa",2020,4.49249,5.59437,"Kenya",5057.4014,0.36246458,2.36524205949412
"937","SLE","Africa",2011,10.76754,5.80419,"Sierra Leone",2471.7185,0.34030157,2.40918866010946
"938","DNK","Europe",2012,10.52197,12.84222,"Denmark",60540.64,0.2779075,3.58360433083788
"939","GRC","Europe",2006,8.25867,3.47555,"Greece",40539.12,0.35121885,1.86428270388372
"940","MNG","Western Pacific",2012,3.858,21.19126,"Mongolia",12078.919,0.33751616,4.60339657209761
"941","DNK","Europe",2020,10.71855,10.89756,"Denmark",65791.11,0.27503932,3.30114525581653
"942","ITA","Europe",2019,8.65634,6.77386,"Italy",50328.594,0.34583586,2.6026640198074
"943","PRY","Americas",2011,5.82226,5.31104,"Paraguay",13109.467,0.52309674,2.30456937409139
"944","PHL","Western Pacific",2006,3.77763,2.4431,"Philippines",5578.5723,0.4285884,1.56304190602811
"945","IRL","Europe",2007,7.80774,11.37269,"Ireland",66339.95,0.31946594,3.37234191623566
"946","PRT","Europe",2020,10.5477,12.08416,"Portugal",37047.105,0.3466863,3.47622784063415
"947","AUS","Western Pacific",2016,10.08973,12.5032,"Australia",55507.977,0.33685225,3.53598642531331
"948","SWZ","Africa",2009,8.63292,19.07793,"Eswatini",7966.6133,0.5144115,4.36782898016852
"949","ITA","Europe",2007,8.13616,6.7484,"Italy",53715.055,0.32888263,2.59776827296047
"950","NLD","Europe",2004,9.11076,9.64783,"Netherlands",58018.863,0.29800007,3.10609561990612
"951","KOR","Western Pacific",2020,8.35549,27.15565,"South Korea",46506.934,0.32708606,5.21110832740982
"952","ISL","Europe",2006,8.55709,12.73474,"Iceland",57736.027,0.30245006,3.56857674710801
"953","TUR","Europe",2008,5.21762,2.90489,"Turkey",19702.756,0.3902054,1.70437378529476
"954","MDA","Europe",2011,9.0967,15.49002,"Moldova",10217.309,0.30628577,3.93573627165236
"955","SLV","Americas",2002,7.88566,6.77642,"El Salvador",7675.671,0.518517,2.60315577712898
"956","SRB","Europe",2015,8.8132,17.11738,"Serbia",18452.238,0.40461844,4.1373155548012
"957","NLD","Europe",2010,10.15509,9.8338,"Netherlands",62191.176,0.2784524,3.13588902864881
"958","KGZ","Europe",2017,6.18586,9.07566,"Kyrgyzstan",5861.2227,0.2733501,3.01258360879827
"959","TUR","Europe",2018,4.12102,3.38267,"Turkey",28575.762,0.42441463,1.83920363201033
"960","BGD","South-East Asia",2000,1.80505,4.80534,"Bangladesh",2712.935,0.33406532,2.1921085739534
"961","MYS","Western Pacific",2013,3.51277,4.12231,"Malaysia",25736.354,0.41348827,2.03034726093838
"962","BEL","Europe",2016,10.79323,19.21829,"Belgium",59080.15,0.2758073,4.38386701440634
"963","GRC","Europe",2009,9.40689,3.48544,"Greece",39941.355,0.33615103,1.86693331428844
"964","DOM","Americas",2012,5.04898,4.91477,"Dominican Republic",15344.334,0.46133503,2.21692805476407
"965","KGZ","Europe",2019,4.25462,8.59989,"Kyrgyzstan",6087.602,0.2970068,2.93255690481873
"966","PAN","Americas",2018,7.60133,2.84992,"Panama",32681.447,0.49211547,1.68817060749203
"967","UGA","Africa",2019,3.79371,5.13934,"Uganda",2689.4102,0.42702642,2.26701124831793
"968","KGZ","Europe",2012,8.50966,11.23081,"Kyrgyzstan",4993.3945,0.27356887,3.35124006898939
"969","PER","Americas",2007,4.42611,1.56932,"Peru",10288.186,0.5002141,1.25272502968529
"970","UKR","Europe",2010,6.81388,24.74637,"Ukraine",16811.795,0.24818976,4.97457234342813
"971","GRC","Europe",2020,9.52422,4.42128,"Greece",30529.26,0.33558196,2.10268399908308
"972","CRI","Americas",2003,6.96919,7.35533,"Costa Rica",15070.831,0.49300545,2.71207116425805
"973","PRY","Americas",2016,6.67557,5.7792,"Paraguay",14826.664,0.47899717,2.40399667221068
"974","SVK","Europe",2017,6.75699,9.13623,"Slovakia",35117.14,0.23237365,3.02261972467593
"975","ITA","Europe",2018,8.68188,6.8916,"Italy",49539.02,0.35217315,2.62518570771669
"976","POL","Europe",2009,6.58771,19.23083,"Poland",26660.725,0.33355722,4.38529702528802
"977","LUX","Europe",2007,6.15803,13.45985,"Luxembourg",140435.8,0.31133747,3.66876682278937
"978","MWI","Africa",2016,7.72704,6.62969,"Malawi",1593.5955,0.44694027,2.57481844020117
"979","GEO","Europe",2016,7.83985,4.55327,"Georgia",15442.956,0.3663965,2.13383926292493
"980","SVK","Europe",2020,7.1265,9.36396,"Slovakia",36278.3,0.24219424,3.06005882296403
"981","SVN","Europe",2004,7.93957,28.56948,"Slovenia",34575.895,0.24790733,5.34504256297366
"982","PAN","Americas",2014,6.91532,4.0473,"Panama",28931.805,0.5046555,2.01179024751588
"983","GRC","Europe",2012,8.92416,4.6951,"Greece",31293.428,0.362504,2.16681794343687
"984","DOM","Americas",2018,4.12602,6.22488,"Dominican Republic",20547.658,0.436861,2.49497094171455
"985","CPV","Africa",2007,5.14727,13.39163,"Cape Verde",6767.4067,0.47187388,3.65945761008377
"986","SVK","Europe",2014,6.88412,12.97105,"Slovakia",31956.469,0.26103425,3.60153439522657
"987","MNE","Europe",2020,11.42178,15.19571,"Montenegro",21608.76,0.35412416,3.89816751820647
"988","KGZ","Europe",2020,4.94804,6.93339,"Kyrgyzstan",5537.796,0.28989273,2.63313311475132
"989","EGY","Eastern Mediterranean",2017,5.34662,0.8905,"Egypt",14018.36,0.31533954,0.943663075467086
"990","DNK","Europe",2011,10.40703,12.43442,"Denmark",60772.168,0.27311745,3.52624729705675
"991","BEL","Europe",2014,10.60847,19.41666,"Belgium",58163.266,0.28134006,4.40643393233122
"992","IDN","South-East Asia",2014,2.96434,1.62009,"Indonesia",10504.387,0.3877997,1.27282756098381
"993","LKA","South-East Asia",2019,3.89905,15.94353,"Sri Lanka",14637.444,0.37663776,3.99293501074085
"994","ECU","Americas",2014,6.76602,6.59375,"Ecuador",14047.491,0.4499254,2.56782982302177
"995","IDN","South-East Asia",2002,1.98063,2.13892,"Indonesia",6381.9497,0.30163765,1.46250470084715
"996","KAZ","Europe",2013,2.66287,24.64273,"Kazakhstan",30177.488,0.2706543,4.96414443786641
"997","RUS","Europe",2017,5.3589,27.29849,"Russia",35932.234,0.37239072,5.22479568978539
"998","CYP","Europe",2008,6.01428,5.98115,"Cyprus",45339.75,0.31708607,2.4456389758098
"999","HND","Americas",2016,7.70945,2.93374,"Honduras",5926.49,0.49810323,1.71281639412986
"1000","ROU","Europe",2016,5.08021,10.30511,"Romania",30458.562,0.34406662,3.21015731701735
"1001","TUN","Eastern Mediterranean",2021,6.97669,1.84108,"Tunisia",12375.343,0.33716425,1.35686403150795
"1002","GMB","Africa",2010,4.11944,4.50707,"Gambia",2824.2126,0.43568197,2.12298610452353
"1003","HRV","Europe",2009,8.06266,18.13606,"Croatia",29013.879,0.3255369,4.25864532451342
"1004","KOR","Western Pacific",2017,7.04772,25.60603,"South Korea",44928.05,0.34854642,5.06024011288002
"1005","AGO","Africa",2018,2.59482,7.15116,"Angola",8620.215,0.51263994,2.67416529032893
"1006","NLD","Europe",2014,10.56704,11.62603,"Netherlands",62724.246,0.2863142,3.40969646742932
"1007","NLD","Europe",2005,9.09667,9.78626,"Netherlands",59060.78,0.2904823,3.12829985775021
"1008","UGA","Africa",2002,4.77133,6.89893,"Uganda",1598.5829,0.4516984,2.626581428397
"1009","SWE","Europe",2017,10.7851,14.4717,"Sweden",60258.727,0.28774142,3.8041687659724
"1010","THA","South-East Asia",2019,3.78912,13.55011,"Thailand",21277.082,0.34855723,3.68104740529105
"1011","PER","Americas",2015,4.92147,0.96303,"Peru",14545.381,0.43356073,0.981340919354737
"1012","PSE","Eastern Mediterranean",2011,11.34622,0.56972,"Palestine",5805.3213,0.34415236,0.754797986218829
"1013","POL","Europe",2017,6.58343,13.25213,"Poland",34952.836,0.2968527,3.64034751088409
"1014","KEN","Africa",2021,4.56525,4.58158,"Kenya",5338.8525,0.3870143,2.14046256682989
"1015","EST","Europe",2012,6.09507,19.44204,"Estonia",34741.37,0.329136,4.40931287163885
"1016","PSE","Eastern Mediterranean",2009,10.76468,0.5506,"Palestine",5270.663,0.34463975,0.742024258363566
"1017","RUS","Europe",2002,5.52167,50.71784,"Russia",22546.727,0.37283763,7.12164587718317
"1018","IRN","Eastern Mediterranean",2011,6.09788,4.84257,"Iran",14941.26,0.34661996,2.20058401339281
"1019","MRT","Africa",2004,3.70429,2.68132,"Mauritania",5139.2256,0.40168753,1.63747366391035
"1020","CYP","Europe",2006,5.46357,3.31114,"Cyprus",43599.383,0.31125963,1.81965381322932
"1021","GBR","Europe",2009,9.84771,7.94318,"United Kingdom",48076.367,0.35137364,2.81836477411992
"1022","HUN","Europe",2021,7.38329,16.45273,"Hungary",38648,0.2917205,4.05619649425419
"1023","AUT","Europe",2015,10.36747,16.06662,"Austria",61614.56,0.30530685,4.00831884959268
"1024","ISL","Europe",2007,8.35359,15.46237,"Iceland",61053.125,0.29470885,3.93222201814699
"1025","CYP","Europe",2018,6.826,5.56308,"Cyprus",45269.44,0.32739753,2.35861823956316
"1026","MEX","Americas",2018,5.23821,5.80491,"Mexico",22261.46,0.4595491,2.40933808337477
"1027","USA","Americas",2008,15.20724,12.64782,"United States",60798.434,0.40809166,3.55637737030254
"1028","KAZ","Europe",2002,3.61481,33.10754,"Kazakhstan",15960.874,0.34811127,5.7539151888084
"1029","BEL","Europe",2018,10.86121,18.57659,"Belgium",60565.98,0.2721419,4.31005684417271
"1030","MDA","Europe",2018,6.7076,13.07096,"Moldova",13895.504,0.25661647,3.61537826513354
"1031","GBR","Europe",2005,8.39431,7.89911,"United Kingdom",49586.67,0.35485032,2.81053553615677
"1032","GRC","Europe",2018,8.12024,5.39442,"Greece",32767.568,0.32890075,2.32258907256536
"1033","ESP","Europe",2021,10.30862,8.71558,"Spain",44091.11,0.3388591,2.95221611675026
"1034","AUT","Europe",2017,10.38403,15.49871,"Austria",63216,0.2973688,3.93684010343321
"1035","BGR","Europe",2008,6.28282,13.05868,"Bulgaria",22011.092,0.33572584,3.61367956520774
"1036","GAB","Africa",2017,2.78069,9.27929,"Gabon",19555.707,0.38024372,3.04619270565734
"1037","NGA","Africa",2010,3.29653,5.07549,"Nigeria",5359.5186,0.3565021,2.25288481729537
"1038","DNK","Europe",2006,9.1688,14.67629,"Denmark",63307.652,0.25913078,3.83096463048147
"1039","DOM","Americas",2016,4.57663,6.30167,"Dominican Republic",18751.287,0.45722562,2.51031272952196
"1040","KAZ","Europe",2008,3.0257,32.25034,"Kazakhstan",24895.664,0.28496444,5.67893828105219
"1041","ISR","Europe",2020,7.7012,5.07892,"Israel",43004.207,0.37773558,2.25364593492412
"1042","MUS","Africa",2006,3.60574,9.74297,"Mauritius",15871.303,0.3565342,3.12137309528996
"1043","CMR","Africa",2014,4.34149,8.6441,"Cameroon",4588.4863,0.46640873,2.94008503278392
"1044","KOR","Western Pacific",2016,6.89293,27.05891,"South Korea",43674.508,0.35222206,5.20181795144736
"1045","LTU","Europe",2016,6.63746,32.33963,"Lithuania",37196.375,0.38385862,5.68679435182951
"1046","PER","Americas",2013,4.72346,1.29757,"Peru",14054.639,0.4388273,1.13910930116473
"1047","LTU","Europe",2005,5.648,43.2113,"Lithuania",24245.934,0.35296747,6.57353025398073
"1048","GIN","Africa",2007,3.48262,4.77808,"Guinea",2587.005,0.39355347,2.18588197302599
"1049","MLT","Europe",2014,9.08505,7.05488,"Malta",44096.465,0.29020345,2.65610240766428
"1050","CAN","Americas",2013,10.43964,12.85595,"Canada",53884.844,0.3379898,3.58551948816347
"1051","KAZ","Europe",2017,3.05244,18.87167,"Kazakhstan",31524.441,0.27450275,4.34415354240616
"1052","SVN","Europe",2016,8.47801,18.8064,"Slovenia",39988.71,0.24757937,4.33663463990224
"1053","ZMB","Africa",2004,5.48491,6.25438,"Zambia",2471.7207,0.54263926,2.50087584657855
"1054","LVA","Europe",2018,6.18868,18.05919,"Latvia",33498.4,0.35095716,4.24961057039348
"1055","CHN","Western Pacific",2019,5.35028,8.74995,"China",18465.299,0.38168344,2.95803143999519
"1056","SEN","Africa",2011,4.21417,6.83831,"Senegal",3362.8794,0.40274113,2.61501625233955
"1057","SLV","Americas",2011,8.87645,8.91389,"El Salvador",8943.062,0.4231799,2.98561383973212
"1058","FIN","Europe",2010,9.14203,18.62935,"Finland",54520.086,0.2771396,4.31617307345292
"1059","IRN","Eastern Mediterranean",2017,7.83455,4.49977,"Iran",15108.109,0.36693677,2.12126613134703
"1060","ALB","Europe",2015,6.46412,4.13076,"Albania",13306.443,0.32753733,2.03242712046459
"1061","LAO","Western Pacific",2007,3.12986,4.84629,"Laos",4112.253,0.35361034,2.20142908130151
"1062","BDI","Africa",2006,8.71265,8.14947,"Burundi",954.19086,0.33359864,2.85472765776352
"1063","HUN","Europe",2011,7.48131,25.23176,"Hungary",28763.053,0.29157948,5.02312253483827
"1064","AUS","Western Pacific",2004,8.08258,10.78504,"Australia",48256.25,0.3305577,3.28405846476581
"1065","MKD","Europe",2016,6.37943,5.87543,"North Macedonia",20029.28,0.3453449,2.42392862931234
"1066","CZE","Europe",2006,6.1638,14.56391,"Czechia",39525.906,0.26744118,3.81626912048928
"1067","NER","Africa",2011,4.87324,4.27352,"Niger",1318.1013,0.31451714,2.06724938021517
"1068","PAN","Americas",2004,7.08193,5.53658,"Panama",15875.112,0.54772496,2.35299383764599
"1069","CRI","Americas",2000,6.56499,5.96664,"Costa Rica",14187.716,0.47410414,2.4426706695746
"1070","ITA","Europe",2016,8.72533,6.61627,"Italy",48193.258,0.35239598,2.57221111108711
"1071","PAN","Americas",2006,6.54605,5.44672,"Panama",18190.273,0.54636407,2.33382090144038
"1072","BFA","Africa",2003,3.14307,8.7698,"Burkina Faso",1561.8331,0.4325128,2.96138481119898
"1073","HRV","Europe",2011,7.64101,16.31171,"Croatia",28762.904,0.32254267,4.03877580462199
"1074","ARM","Europe",2007,5.49814,5.98469,"Armenia",10898.849,0.31226057,2.44636260599282
"1075","BOL","Americas",2007,4.69689,6.12492,"Bolivia",6967.57,0.5453242,2.47485757165943
"1076","SVK","Europe",2007,7.17735,14.22444,"Slovakia",28123.795,0.24664712,3.77153019343608
"1077","ESP","Europe",2020,10.7321,8.62427,"Spain",41372.78,0.34863645,2.93671074503431
"1078","COL","Americas",2000,5.63529,5.1185,"Colombia",11010.671,0.5839443,2.26241021921313
"1079","ARM","Europe",2015,10.11763,6.11294,"Armenia",13112.76,0.32356772,2.4724360456845
"1080","DOM","Americas",2010,4.92355,4.18051,"Dominican Republic",14853.634,0.47325817,2.04462955079887
"1081","TUN","Eastern Mediterranean",2015,6.2134,2.59409,"Tunisia",12731.791,0.32815883,1.61061789385316
"1082","IRL","Europe",2012,10.62189,12.37385,"Ireland",59208.66,0.33220077,3.51764836218744
"1083","EST","Europe",2006,4.97391,20.88112,"Estonia",34264.023,0.33667818,4.56958641454563
"1084","CZE","Europe",2015,7.33515,13.53684,"Czechia",44002.566,0.25867426,3.67924448766319
"1085","IRN","Eastern Mediterranean",2009,6.11493,5.09509,"Iran",14104.979,0.42050025,2.25723060408103
"1086","THA","South-East Asia",2000,3.10125,11.488,"Thailand",11622.111,0.42833668,3.38939522629038
"1087","PHL","Western Pacific",2000,3.05512,2.01074,"Philippines",4740.439,0.42799473,1.41800564173772
"1088","CYP","Europe",2014,6.93137,5.70003,"Cyprus",37300.188,0.35565287,2.38747356006302
"1089","HUN","Europe",2012,7.41063,25.03962,"Hungary",28550.514,0.3080265,5.00396043149823
"1090","ROU","Europe",2009,5.27841,12.20532,"Romania",25991.533,0.35564327,3.49361131209527
"1091","USA","Americas",2004,14.55123,11.92313,"United States",58131.633,0.40250537,3.45298856065293
"1092","BLR","Europe",2004,5.73651,40.36923,"Belarus",15052.118,0.26479885,6.3536784621194
"1093","USA","Americas",2018,16.61531,15.43839,"United States",68070.21,0.4140517,3.92917166843089
"1094","KGZ","Europe",2013,8.18745,10.44516,"Kyrgyzstan",5418.5405,0.2881479,3.23189727559525
"1095","ITA","Europe",2003,7.83298,7.45377,"Italy",51860.34,0.349287,2.73015933600953
"1096","COL","Americas",2003,5.77505,4.63194,"Colombia",11387.211,0.5357371,2.15219422915312
"1097","ECU","Americas",2017,7.52484,8.94836,"Ecuador",14161.705,0.44669914,2.99138095200193
"1098","SWE","Europe",2018,10.94106,14.62831,"Sweden",60696.242,0.29971606,3.82469737364932
"1099","TJK","Europe",2003,4.70219,3.03342,"Tajikistan",1736.6404,0.3271972,1.74167161083828
"1100","EGY","Eastern Mediterranean",2010,4.15319,0.93253,"Egypt",13128.988,0.30191457,0.965675929077659
"1101","MLT","Europe",2010,7.95211,7.61123,"Malta",38435.535,0.29025772,2.75884577314499
"1102","NLD","Europe",2019,10.1404,11.04973,"Netherlands",68589.68,0.29248324,3.32411341563431
"1103","LCA","Americas",2015,4.5142,7.71562,"Saint Lucia",21142.625,0.5122298,2.77770048781362
"1104","URY","Americas",2013,8.08448,15.99094,"Uruguay",28210.84,0.40450785,3.99886733963506
"1105","URY","Americas",2008,8.09082,15.20431,"Uruguay",22321.67,0.4508151,3.89927044458319
"1106","CPV","Africa",2001,4.75244,12.25566,"Cape Verde",4540.907,0.5249597,3.50080847805189
"1107","RUS","Europe",2003,5.16369,49.34872,"Russia",24302.658,0.39971545,7.0248644115029
"1108","CYP","Europe",2005,5.43581,2.35992,"Cyprus",42337.188,0.30259413,1.53620311157086
"1109","BOL","Americas",2005,5.07408,6.32857,"Bolivia",6579.3125,0.58518255,2.51566492204347
"1110","WSM","Western Pacific",2002,4.49205,11.57705,"Samoa",5183.4546,0.4073552,3.40250642909018
"1111","LUX","Europe",2018,5.27989,10.07447,"Luxembourg",132889.08,0.35367873,3.17403056065943
"1112","POL","Europe",2010,6.46801,18.65998,"Poland",27584.254,0.3321481,4.31971989832674
"1113","POL","Europe",2019,6.46008,13.70163,"Poland",38846.504,0.28760177,3.70157128798028
"1114","ITA","Europe",2010,8.91602,6.99936,"Italy",50391.234,0.3471675,2.64563035966856
"1115","CHN","Western Pacific",2010,4.23068,10.5835,"China",10267.806,0.43744954,3.25322916499899
"1116","ARM","Europe",2016,9.95195,6.00463,"Armenia",13192.994,0.32547948,2.45043465532138
"1117","BLR","Europe",2006,5.57366,37.47523,"Belarus",18349.871,0.28275442,6.12170156084074
"1118","FIN","Europe",2019,9.17143,14.37568,"Finland",57451.63,0.27737123,3.79152739670967
"1119","BEN","Africa",2021,2.5813,7.12388,"Benin",3464.2886,0.34395808,2.6690597595408
"1120","SWE","Europe",2001,7.90033,15.94538,"Sweden",48699.562,0.2654536,3.9931666631885
"1121","PSE","Eastern Mediterranean",2004,11.37929,0.636,"Palestine",4503.0806,0.3404466,0.797496081495075
"1122","LVA","Europe",2010,6.09744,22.72206,"Latvia",23264.59,0.35030317,4.76676619942703
"1123","PAK","Eastern Mediterranean",2007,2.62371,6.85945,"Pakistan",4257.926,0.29669502,2.61905517314928
"1124","GBR","Europe",2006,8.54523,7.82666,"United Kingdom",50395.383,0.35879987,2.79761684295759
"1125","SWE","Europe",2021,11.10181,13.84039,"Sweden",63124.598,0.29765385,3.72026746350313
"1126","ALB","Europe",2016,6.72933,4.02533,"Albania",13769.547,0.33736297,2.00632250647796
"1127","HUN","Europe",2018,6.57988,17.75372,"Hungary",35799.562,0.2961145,4.21351634623624
"1128","POL","Europe",2020,6.49678,13.87548,"Poland",38122.438,0.284626,3.7249805368619
"1129","VUT","Western Pacific",2019,3.49615,16.14624,"Vanuatu",3512.072,0.32317576,4.01823842000447
"1130","GEO","Europe",2019,6.59412,7.33209,"Georgia",18186.88,0.35900706,2.70778322618337
"1131","CZE","Europe",2018,7.46031,13.58777,"Czechia",48431.953,0.24990341,3.68615924778081
"1132","MKD","Europe",2013,6.71928,7.73339,"North Macedonia",17940.512,0.36238977,2.78089733719172
"1133","USA","Americas",2015,16.4816,14.41543,"United States",64575.406,0.41235605,3.79676572888031
"1134","ISR","Europe",2007,6.69537,5.26767,"Israel",36020.75,0.41098633,2.29514051857397
"1135","DEU","Europe",2017,11.32552,12.53278,"Germany",62407.164,0.31314865,3.54016666274344
"1136","DOM","Americas",2005,4.35391,4.33779,"Dominican Republic",11945.315,0.499648,2.08273618108487
"1137","BTN","South-East Asia",2017,3.13453,5.33831,"Bhutan",13482.343,0.3744141,2.31047830545972
"1138","LUX","Europe",2019,5.46496,11.15993,"Luxembourg",134105.64,0.34241158,3.34064814070563
"1139","HUN","Europe",2016,6.98777,18.81508,"Hungary",32457.826,0.30324444,4.33763530048343
"1140","DEU","Europe",2020,12.69023,12.86718,"Germany",60747.273,0.3243345,3.58708516765354
"1141","CZE","Europe",2013,7.49542,15.65171,"Czechia",41127.027,0.26473904,3.95622421002652
"1142","IDN","South-East Asia",2016,3.02147,1.59463,"Indonesia",11319.663,0.368857,1.26278660113259
"1143","HUN","Europe",2014,7.04666,20.59593,"Hungary",30460.725,0.3091348,4.53827390094516
"1144","UKR","Europe",2013,6.94358,24.08658,"Ukraine",17889.092,0.24554986,4.90780806470669
"1145","MNE","Europe",2013,8.47145,13.19941,"Montenegro",20570.596,0.39021727,3.63309922793199
"1146","BRA","Americas",2006,8.24953,4.97019,"Brazil",15657.4795,0.5564207,2.22939229387741
"1147","EST","Europe",2014,6.362,19.22522,"Estonia",36752.746,0.3458795,4.38465734122976
"1148","PAK","Eastern Mediterranean",2011,2.23121,6.25616,"Pakistan",4246.067,0.29697958,2.5012316965847
"1149","EST","Europe",2011,6.07817,17.58982,"Estonia",33391.11,0.3248852,4.19402193604182
"1150","HRV","Europe",2010,7.96872,18.03196,"Croatia",28691.814,0.32373103,4.24640553880573
"1151","PRY","Americas",2009,5.52497,4.97128,"Paraguay",11601.285,0.49145123,2.22963674171377
"1152","FIN","Europe",2012,9.5858,16.85444,"Finland",54459.246,0.27096376,4.10541593507893
"1153","SVN","Europe",2018,8.27693,17.39916,"Slovenia",43712.26,0.24633364,4.17123003441431
"1154","CHL","Americas",2015,8.35139,10.32085,"Chile",27821.197,0.45343325,3.21260797483913
"1155","KGZ","Europe",2001,4.27703,13.03667,"Kyrgyzstan",3795.8909,0.3016398,3.61063290850787
"1156","USA","Americas",2016,16.79114,14.62768,"United States",65275.57,0.41118968,3.82461501330526
"1157","NOR","Europe",2005,8.299,12.11945,"Norway",84292.59,0.30596998,3.4813000445236
"1158","GRC","Europe",2005,8.56467,3.51439,"Greece",38199.7,0.34596738,1.8746706377388
"1159","MNE","Europe",2014,8.00087,13.09046,"Montenegro",20917.209,0.38769355,3.6180740733158
"1160","NOR","Europe",2009,9.03254,12.51781,"Norway",83853.56,0.2615822,3.53805172375984
"1161","AZE","Europe",2002,2.73097,2.58371,"Azerbaijan",6599.6577,0.25277665,1.60739229810274
"1162","ISL","Europe",2004,9.32854,12.49465,"Iceland",53222.83,0.27981848,3.53477722070288
"1163","QAT","Eastern Mediterranean",2017,3.21237,7.47676,"Qatar",115064.945,0.35128385,2.73436647141527
"1164","IRL","Europe",2021,6.59614,8.54697,"Ireland",118102.766,0.30119276,2.92352013846322
"1165","BOL","Americas",2004,4.86316,6.36538,"Bolivia",6407.838,0.5500019,2.52297047148792
"1166","PRT","Europe",2017,9.30584,12.09575,"Portugal",38143.758,0.3380384,3.47789447798521
"1167","ISL","Europe",2008,8.34371,15.79153,"Iceland",61252.402,0.3178928,3.97385581016725
"1168","IRL","Europe",2019,6.71555,8.06805,"Ireland",96701.664,0.308315,2.84043130527742
"1169","ROU","Europe",2011,4.47528,12.11823,"Romania",26384.123,0.3586662,3.48112481821609
"1170","PHL","Western Pacific",2018,3.95382,3.61263,"Philippines",9016.286,0.37811705,1.90069197925387
"1171","FIN","Europe",2009,9.16122,20.32926,"Finland",53088.1,0.27455276,4.50879806600384
"1172","MDV","South-East Asia",2016,10.30545,2.6189,"Maldives",19263.525,0.31285647,1.61830157881651
"1173","THA","South-East Asia",2021,5.15337,16.58879,"Thailand",20245.242,0.34923872,4.07293383201839
"1174","NLD","Europe",2017,10.1083,11.92674,"Netherlands",66383.98,0.28535804,3.45351125667776
"1175","LBR","Africa",2014,8.76284,5.75231,"Liberia",1750.1438,0.33237883,2.3983973815863
"1176","DNK","Europe",2003,8.90363,13.6841,"Denmark",58467.44,0.2563103,3.69920261678108
"1177","CAN","Americas",2005,9.03541,12.86833,"Canada",51564.844,0.33621806,3.58724546135332
"1178","FRA","Europe",2000,9.58448,20.31598,"France",47132.484,0.32553056,4.50732514913224
"1179","STP","Africa",2000,9.31893,0.90799,"Sao Tome and Principe",3852.8904,0.32125893,0.952885092757778
"1180","EST","Europe",2009,6.84477,22.09618,"Estonia",30128.023,0.3144271,4.70065740083236
"1181","FJI","Western Pacific",2013,3.20041,10.0161,"Fiji",11019.298,0.36696598,3.16482226989131
"1182","HUN","Europe",2019,6.28167,16.65305,"Hungary",37557.926,0.29950473,4.08081486960631
"1183","POL","Europe",2007,5.87339,15.77165,"Poland",24910.422,0.34001285,3.97135367349724
"1184","HRV","Europe",2013,6.40097,16.33877,"Croatia",28389.107,0.3199227,4.04212444142928
"1185","TUR","Europe",2021,4.56066,2.68963,"Turkey",31637.53,0.44364843,1.64000914631596
"1186","BRA","Americas",2011,7.78819,5.47578,"Brazil",18627.81,0.5294164,2.34003846122238
"1187","IDN","South-East Asia",2010,2.79088,1.81948,"Indonesia",8848.225,0.3458631,1.34888101773285
"1188","EGY","Eastern Mediterranean",2019,4.59947,0.90855,"Egypt",15026.568,0.31893092,0.953178891919035
"1189","CRI","Americas",2021,7.6113,8.06209,"Costa Rica",24140.434,0.48678052,2.83938197500794
"1190","AZE","Europe",2004,2.65944,2.82595,"Azerbaijan",7817.7163,0.26621592,1.6810562155978
"1191","SLV","Americas",2018,8.32275,7.30615,"El Salvador",10297.203,0.38610572,2.70298908617848
"1192","LUX","Europe",2003,6.96221,15.05935,"Luxembourg",121922.36,0.30187473,3.88063783417108
"1193","THA","South-East Asia",2016,3.93901,11.87246,"Thailand",19369.92,0.3689063,3.4456436263781
"1194","IRL","Europe",2013,10.28716,11.11957,"Ireland",60188.855,0.3348598,3.33460192526784
"1195","BEL","Europe",2015,10.79679,18.60678,"Belgium",58679.684,0.27729303,4.3135576963801
"1196","URY","Americas",2017,8.71702,20.98869,"Uruguay",29859.129,0.39464375,4.58134150658953
"1197","UKR","Europe",2014,7.19506,25.49807,"Ukraine",16978.812,0.24025366,5.04956136708922
"1198","AUT","Europe",2007,9.5321,15.97507,"Austria",61128.55,0.30579385,3.99688253517663
"1199","SVN","Europe",2007,7.51139,23.03115,"Slovenia",40319.113,0.24354753,4.79907803645659
"1200","USA","Americas",2021,17.50639,15.63139,"United States",71318.305,0.39696464,3.95365527075895
"1201","BRA","Americas",2014,8.39644,5.84628,"Brazil",19183.172,0.5202964,2.4179081868425
"1202","MNG","Western Pacific",2011,3.58612,22.16592,"Mongolia",10960.096,0.33883506,4.70806966813364
"1203","ISR","Europe",2012,6.97649,6.02593,"Israel",39040.465,0.41302204,2.45477697561306
"1204","UKR","Europe",2004,6.16857,29.78368,"Ukraine",15021.066,0.28934017,5.45744262452662
"1205","NGA","Africa",2015,3.58195,4.45754,"Nigeria",5985.094,0.35879776,2.11128870598031
"1206","CHN","Western Pacific",2017,5.06592,8.6151,"China",16461.07,0.39075777,2.93514905924725
"1207","SWE","Europe",2000,7.3269,14.87415,"Sweden",48174.934,0.2696006,3.85670195892812
"1208","CZE","Europe",2007,5.98578,14.26369,"Czechia",41452.812,0.25998646,3.7767300671348
"1209","JAM","Americas",2018,5.96799,1.64708,"Jamaica",10137.111,0.3563868,1.28338614609945
