"","Country","Region","Year","HealthSpendingPercent","SuicideRate","Country_Name","GDP_per_Capita","GINI_Index","SuicideRate_sqrt"
"1483","NOR","Europe",2016,10.5305,12.22729,"Norway",86004.54,0.28493318,3.49675420926321
"1484","CRI","Americas",2014,7.66376,5.35708,"Costa Rica",20974.729,0.4863214,2.31453667069675
"1485","IRL","Europe",2014,9.49472,10.88164,"Ireland",65328.8,0.31874627,3.29873309014234
"1486","KOR","Western Pacific",2014,6.50226,29.35107,"South Korea",41648.246,0.31192905,5.41766278020329
"1487","FRA","Europe",2021,12.29229,16.58226,"France",53901.11,0.31500953,4.0721321196641
"1488","HND","Americas",2001,5.92998,3.33127,"Honduras",4578.9478,0.5535215,1.82517670377419
"1489","KAZ","Europe",2010,2.73641,28.05307,"Kazakhstan",26374.84,0.27954513,5.29651489188882
"1490","ISR","Europe",2011,6.83919,5.62561,"Israel",38782.516,0.41444165,2.37183684093152
"1491","CAN","Americas",2009,10.69968,12.83161,"Canada",50772.87,0.33952153,3.58212367179024
"1492","TON","Western Pacific",2015,4.66762,5.02503,"Tonga",6194.639,0.33521304,2.24165786863205
"1493","MAR","Eastern Mediterranean",2006,4.56587,4.25095,"Morocco",6488.674,0.40718302,2.06178320877827
"1494","BGR","Europe",2013,7.14167,10.57558,"Bulgaria",22793.305,0.36570963,3.25201168509586
"1495","CRI","Americas",2019,7.22125,7.05556,"Costa Rica",23646.408,0.4818988,2.65623041169248
"1496","PAN","Americas",2003,6.71177,5.67756,"Panama",14957.554,0.5565018,2.38276310194698
"1497","DEU","Europe",2001,9.92069,14.46762,"Germany",51051.715,0.29949388,3.80363247435921
"1498","NGA","Africa",2018,3.09069,4.43682,"Nigeria",5628.7407,0.35127744,2.1063760348048
"1499","DNK","Europe",2013,10.32916,12.06392,"Denmark",61128.395,0.28542534,3.4733154190197
"1500","PER","Americas",2008,4.53155,1.49525,"Peru",11153.515,0.47486418,1.22280415439268
"1501","BGR","Europe",2019,7.09238,9.02124,"Bulgaria",27917.12,0.40271127,3.00353791386092
"1502","PRT","Europe",2016,9.39439,11.37794,"Portugal",36830.03,0.3519052,3.37312021724693
"1503","POL","Europe",2004,5.86845,17.66739,"Poland",21242.229,0.3802178,4.20325944952248
"1504","RUS","Europe",2005,4.77177,45.16576,"Russia",27937.998,0.41265598,6.72054759673644
"1505","HUN","Europe",2007,7.20393,24.94953,"Hungary",29363.816,0.2788186,4.99495045020469
"1506","PAN","Americas",2012,6.50451,3.55103,"Panama",26926.885,0.51739,1.88441768193784
"1507","BLR","Europe",2008,5.29449,36.28929,"Belarus",22137.947,0.27826044,6.0240592626567
"1508","BLR","Europe",2019,5.86134,17.52073,"Belarus",26798.82,0.25277847,4.185777108256
"1509","LKA","South-East Asia",2012,3.30659,17.08322,"Sri Lanka",11447.693,0.38713607,4.13318521239975
"1510","LVA","Europe",2021,9.10995,15.20641,"Latvia",35604.9,0.3425585,3.89953971642808
"1511","USA","Americas",2014,16.19414,14.09547,"United States",63191.246,0.41508022,3.75439342637396
"1512","MNG","Western Pacific",2010,3.73946,19.92252,"Mongolia",9507.119,0.33081213,4.46346502170679
"1513","BRA","Americas",2009,8.3948,5.41602,"Brazil",16939.441,0.5368187,2.32723441019593
"1514","ARM","Europe",2006,5.85007,6.03607,"Armenia",9525.231,0.29709986,2.45684146822704
"1515","CAN","Americas",2006,9.32523,11.85839,"Canada",52391.38,0.3409054,3.44360131257961
"1516","MMR","South-East Asia",2017,5.08066,3.04358,"Myanmar",5877.8745,0.3069687,1.74458591075361
"1517","LKA","South-East Asia",2002,4.03716,29.9527,"Sri Lanka",6409.863,0.40171906,5.47290599224946
"1518","FIN","Europe",2018,9.04514,15.67292,"Finland",56749.004,0.27329567,3.95890388870455
"1519","ARM","Europe",2003,7.17936,2.81176,"Armenia",6569.2603,0.33028087,1.67683034323691
"1520","COL","Americas",2016,7.53117,4.30647,"Colombia",17313.287,0.505629,2.07520360446873
"1521","KOR","Western Pacific",2021,8.95733,27.5297,"South Korea",48571.434,0.32906574,5.24687526057176
"1522","MLT","Europe",2008,7.86336,6.38159,"Malta",37164.58,0.28995508,2.52618091196969
"1523","GRC","Europe",2011,9.1933,4.30582,"Greece",33953.367,0.3484217,2.0750469874198
"1524","ECU","Americas",2004,5.79041,6.93972,"Ecuador",10278,0.53889215,2.6343348306546
"1525","HRV","Europe",2012,7.65284,18.25789,"Croatia",28248.32,0.324717,4.27292522752271
"1526","POL","Europe",2012,6.26524,18.5716,"Poland",29457.092,0.3302016,4.3094779266171
"1527","HUN","Europe",2008,7.0884,25.34425,"Hungary",29710.59,0.27514026,5.03430730091042
"1528","ARM","Europe",2020,12.24056,2.17875,"Armenia",15052.936,0.25131604,1.47605894191255
"1529","IND","South-East Asia",2004,4.02679,15.40209,"India",3656.1262,0.340089,3.92454965569299
"1530","BTN","South-East Asia",2003,3.83481,5.93237,"Bhutan",6323.541,0.40898,2.4356457049415
"1531","LUX","Europe",2002,6.761,15.14166,"Luxembourg",120262.86,0.3098299,3.89122859775675
"1532","GMB","Africa",2003,5.29709,5.00039,"Gambia",2682.48,0.47308534,2.23615518245045
"1533","CAN","Americas",2003,9.0109,13.09065,"Canada",49381.594,0.33809465,3.61810033028384
"1534","ESP","Europe",2015,9.12383,7.9663,"Spain",42851.414,0.3617834,2.82246346300532
"1535","FIN","Europe",2006,8.28412,21.1038,"Finland",55162.035,0.27998725,4.59388724284783
"1536","THA","South-East Asia",2007,3.19278,9.35422,"Thailand",15742.096,0.39761516,3.05846693622802
"1537","PHL","Western Pacific",2012,4.17709,2.9162,"Philippines",6697.556,0.4222433,1.70768849618424
"1538","URY","Americas",2020,9.06925,22.76936,"Uruguay",27871.6,0.40155584,4.77172505494606
"1539","FIN","Europe",2020,9.6325,14.13805,"Finland",55940.074,0.27091044,3.76005983994936
"1540","CHE","Europe",2007,9.41694,19.46768,"Switzerland",74904.84,0.34255534,4.41221939617694
"1541","PER","Americas",2000,4.41483,1.03733,"Peru",7670.46,0.49072054,1.01849398623654
"1542","UKR","Europe",2009,6.60992,26.02403,"Ukraine",16092.796,0.25316665,5.10137530475851
"1543","DOM","Americas",2008,4.56146,4.2389,"Dominican Republic",13932.234,0.48107398,2.05885890725907
"1544","ECU","Americas",2009,6.03388,8.51268,"Ecuador",11389.495,0.48498443,2.91764973908795
"1545","GRC","Europe",2019,8.19828,5.0763,"Greece",33549.066,0.33101925,2.2530645796337
"1546","NER","Africa",2007,5.38839,4.10093,"Niger",1252.7483,0.3730385,2.02507530724168
"1547","DEU","Europe",2002,10.18366,14.5597,"Germany",50849.594,0.29810533,3.81571749478391
"1548","MEX","Americas",2016,5.38499,5.51418,"Mexico",21836.922,0.4691244,2.3482291199966
"1549","TON","Western Pacific",2000,2.90389,5.11516,"Tonga",5808.265,0.37690175,2.26167194791818
"1550","CHN","Western Pacific",2016,4.97956,8.64643,"China",15485.213,0.38480517,2.94048125312847
"1551","WSM","Western Pacific",2013,6.21824,11.24864,"Samoa",6262.3237,0.38743454,3.3538992232922
"1552","NLD","Europe",2012,10.53899,10.72222,"Netherlands",62153.023,0.2762093,3.274480111407
"1553","SVN","Europe",2008,7.85467,20.46595,"Slovenia",41612.91,0.23718019,4.52393081291038
"1554","CHN","Western Pacific",2020,5.5936,8.82397,"China",18833.785,0.37090832,2.97051679005523
"1555","FJI","Western Pacific",2002,2.9835,9.93481,"Fiji",9724.101,0.38102055,3.15195336259914
"1556","DOM","Americas",2011,5.03798,4.23988,"Dominican Republic",15125.839,0.47706884,2.05909688941536
"1557","CZE","Europe",2016,7.39305,13.03289,"Czechia",45051.61,0.25406334,3.61010941662438
"1558","BLR","Europe",2009,5.39065,36.37466,"Belarus",22236.838,0.27689305,6.03114085393468
"1559","LTU","Europe",2015,6.49044,34.49336,"Lithuania",35770.94,0.3737032,5.87310480069954
"1560","ISL","Europe",2014,8.29044,15.54124,"Iceland",58306.83,0.27800417,3.9422379430978
"1561","SRB","Europe",2019,8.66553,15.74739,"Serbia",21782.447,0.34475464,3.96829812388132
"1562","COM","Africa",2004,6.58576,6.13142,"Comoros",3064.2263,0.5592444,2.47617043032179
"1563","GBR","Europe",2001,7.45211,8.23348,"United Kingdom",45836.996,0.37086216,2.86940411932513
"1564","BEN","Africa",2011,2.99708,7.43514,"Benin",2732.0125,0.43439555,2.72674531263923
"1565","BGR","Europe",2006,6.52545,13.29684,"Bulgaria",19168.354,0.3568935,3.64648323731236
"1566","NER","Africa",2014,4.45377,4.52197,"Niger",1462.8213,0.34276575,2.12649241710381
"1567","ITA","Europe",2000,7.56666,7.67099,"Italy",50999.895,0.35244772,2.76965521319893
